player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Sang Ho Lee,LG Twins,2022,0.0,LG Twins-2022-Sang Ho Lee,R,R,"5' 10""",180,33,60,80,72,9,18,2,0,0,5,1,2,4,6,0.25,0.299,0.278,0,0.577,20,1,1,3,0
Young Bin Lee,LG Twins,2022,0.012048192771084338,LG Twins-2022-Young Bin Lee,L,R,"5' 11""",180,20,60,83,76,16,14,3,0,1,5,0,0,7,25,0.184,0.253,0.263,0,0.516,20,3,0,0,0
Bo Gyeong Moon,LG Twins,2022,0.019313304721030045,LG Twins-2022-Bo Gyeong Moon,L,R,"5' 11""",196,21,126,466,406,52,128,22,3,9,56,7,0,47,56,0.315,0.382,0.451,1,0.833,183,11,1,5,7
Sung Ju Moon,LG Twins,2022,0.015384615384615385,LG Twins-2022-Sung Ju Moon,L,L,"5' 8""",171,25,106,390,327,55,99,15,3,6,41,9,6,51,36,0.303,0.401,0.422,2,0.823,138,13,3,8,1
Ji Hwan Oh,LG Twins,2022,0.043936731107205626,LG Twins-2022-Ji Hwan Oh,L,R,"6' 1""",176,32,142,569,494,75,133,16,4,25,87,20,7,62,107,0.269,0.357,0.47,2,0.827,232,11,7,3,3
Hae Min Park,LG Twins,2022,0.0047169811320754715,LG Twins-2022-Hae Min Park,L,R,"5' 11""",165,32,144,636,570,97,165,20,8,3,49,24,6,44,85,0.29,0.347,0.368,0,0.715,210,4,9,7,6
Rio Ruiz,LG Twins,2022,0.010638297872340425,LG Twins-2022-Rio Ruiz,L,R,"6' 2""",220,28,27,94,84,10,13,4,1,1,6,1,0,9,13,0.155,0.234,0.262,0,0.496,22,5,0,0,1
Geon-chang Seo,LG Twins,2022,0.008097165991902834,LG Twins-2022-Geon-chang Seo,L,R,"5' 8""",154,32,77,247,219,39,49,10,1,2,18,8,3,20,44,0.224,0.299,0.306,0,0.605,67,5,4,3,1
Min Jae Shin,LG Twins,2022,0.0,LG Twins-2022-Min Jae Shin,L,R,"5' 7""",147,26,14,3,3,2,0,0,0,0,0,2,2,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ho Young Son,LG Twins,2022,0.036585365853658534,LG Twins-2022-Ho Young Son,R,R,"5' 11""",170,27,36,82,74,13,19,0,2,3,14,0,3,6,14,0.257,0.309,0.432,0,0.741,32,2,0,1,1
Chan Eui Song,LG Twins,2022,0.038461538461538464,LG Twins-2022-Chan Eui Song,R,R,"5' 11""",169,23,33,78,72,8,17,4,0,3,10,2,1,2,24,0.236,0.282,0.417,0,0.699,30,0,3,0,1
Kang Nam Yoo,LG Twins,2022,0.017057569296375266,LG Twins-2022-Kang Nam Yoo,R,R,"5' 11""",194,29,139,469,416,54,106,16,0,8,47,0,0,34,98,0.255,0.326,0.351,1,0.677,146,9,11,6,2
Ik Hun An,LG Twins,2023,0.0,LG Twins-2023-Ik Hun An,L,L,"5' 9""",154,27,11,23,22,1,7,1,0,0,2,0,0,0,2,0.318,0.348,0.364,0,0.711,8,0,1,0,0
Seung Min Choi,LG Twins,2023,0.0,LG Twins-2023-Seung Min Choi,L,R,"5' 11""",160,26,38,15,14,10,1,0,0,0,1,8,3,1,4,0.071,0.133,0.071,0,0.205,1,1,0,0,0
Austin Dean,LG Twins,2023,0.03945111492281304,LG Twins-2023-Austin Dean,R,R,"6' 0""",215,29,139,583,520,87,163,29,4,23,95,7,3,53,75,0.314,0.376,0.517,2,0.893,269,11,3,0,7
Chang Ki Hong,LG Twins,2023,0.0015552099533437014,LG Twins-2023-Chang Ki Hong,L,R,"6' 2""",207,29,141,643,524,109,174,35,2,1,65,23,23,88,83,0.332,0.444,0.412,3,0.856,216,6,22,3,6
Do Hwan Hur,LG Twins,2023,0.024691358024691357,LG Twins-2023-Do Hwan Hur,R,R,"5' 9""",191,38,47,81,64,8,9,3,0,2,10,0,0,3,20,0.141,0.243,0.281,0,0.525,18,3,6,7,1
Jun Ho Jeon,LG Twins,2023,0.0,LG Twins-2023-Jun Ho Jeon,R,R,"5' 11""",176,24,2,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Hyeon Jung,LG Twins,2023,0.01,LG Twins-2023-Ju Hyeon Jung,R,R,"5' 9""",167,32,89,100,88,17,24,2,0,1,12,1,5,9,16,0.273,0.337,0.33,0,0.666,29,1,0,2,1
Beom Seok Kim,LG Twins,2023,0.034482758620689655,LG Twins-2023-Beom Seok Kim,R,R,"5' 10""",209,19,10,29,27,3,3,1,0,1,4,0,0,1,5,0.111,0.138,0.259,0,0.397,7,1,0,0,1
Hyun Soo Kim,LG Twins,2023,0.01079136690647482,LG Twins-2023-Hyun Soo Kim,L,R,"6' 2""",210,35,133,556,488,53,143,22,2,6,88,2,1,58,53,0.293,0.364,0.383,4,0.747,187,10,1,1,8
Ju Sung Kim,LG Twins,2023,0.0,LG Twins-2023-Ju Sung Kim,R,R,"5' 10""",178,25,11,7,5,1,1,0,0,0,0,0,0,1,2,0.2,0.429,0.2,0,0.629,1,0,1,0,0
Ki-yeon Kim,LG Twins,2023,0.0,LG Twins-2023-Ki-yeon Kim,R,R,"5' 10""",209,25,28,40,34,3,4,0,0,0,2,1,0,5,10,0.118,0.231,0.118,0,0.348,4,0,0,1,0
Min Sung Kim,LG Twins,2023,0.02531645569620253,LG Twins-2023-Min Sung Kim,R,R,"5' 11""",207,34,112,316,273,34,68,11,0,8,41,2,1,25,58,0.249,0.326,0.377,0,0.703,103,7,7,9,2
Chun Woong Lee,LG Twins,2023,0.0,LG Twins-2023-Chun Woong Lee,L,L,"5' 11""",198,34,4,3,3,0,3,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0,2.0,3,0,0,0,0
Jae Won Lee,LG Twins,2023,0.031007751937984496,LG Twins-2023-Jae Won Lee,R,R,"6' 4""",231,23,57,129,112,15,24,5,0,4,18,4,2,12,40,0.214,0.295,0.366,2,0.661,41,1,2,0,3
Bo Gyeong Moon,LG Twins,2023,0.01845018450184502,LG Twins-2023-Bo Gyeong Moon,L,R,"5' 11""",196,22,131,542,469,77,141,29,5,10,72,9,8,58,83,0.301,0.377,0.448,2,0.825,210,5,2,9,4
Sung Ju Moon,LG Twins,2023,0.003745318352059925,LG Twins-2023-Sung Ju Moon,L,L,"5' 8""",171,26,136,534,449,77,132,21,4,2,57,24,14,67,34,0.294,0.392,0.372,0,0.764,167,10,8,6,4
Ji Hwan Oh,LG Twins,2023,0.01593625498007968,LG Twins-2023-Ji Hwan Oh,L,R,"6' 1""",176,33,126,502,422,65,113,24,3,8,62,16,7,64,82,0.268,0.372,0.396,0,0.767,167,4,8,4,4
Dong Won Park,LG Twins,2023,0.04158004158004158,LG Twins-2023-Dong Won Park,R,R,"5' 10""",202,33,130,481,409,54,102,17,1,20,75,0,1,49,90,0.249,0.334,0.443,3,0.777,181,7,7,8,8
Hae Min Park,LG Twins,2023,0.010752688172043012,LG Twins-2023-Hae Min Park,L,R,"5' 11""",165,33,144,558,485,80,138,14,2,6,59,26,12,45,74,0.285,0.348,0.359,0,0.707,174,7,3,24,1
Geon-chang Seo,LG Twins,2023,0.0,LG Twins-2023-Geon-chang Seo,L,R,"5' 8""",154,33,44,126,110,14,22,5,2,0,12,3,3,10,14,0.2,0.26,0.282,0,0.542,31,5,0,3,3
Min Jae Shin,LG Twins,2023,0.0,LG Twins-2023-Min Jae Shin,L,R,"5' 7""",147,27,122,331,282,47,78,5,2,0,28,37,17,29,34,0.277,0.344,0.309,0,0.652,87,5,1,17,2
Ho Young Son,LG Twins,2023,0.022222222222222223,LG Twins-2023-Ho Young Son,R,R,"5' 11""",170,28,27,45,44,8,9,0,0,1,6,2,1,1,12,0.205,0.222,0.273,0,0.495,12,5,0,0,0
Chan Eui Song,LG Twins,2023,0.0,LG Twins-2023-Chan Eui Song,R,R,"5' 11""",169,24,19,22,18,2,1,1,0,0,1,1,0,4,6,0.056,0.227,0.111,0,0.338,2,0,0,0,0
Dae Hyun Song,LG Twins,2023,0.0,LG Twins-2023-Dae Hyun Song,R,R,"5' 10""",180,23,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ik Hun An,LG Twins,2024,0.0,LG Twins-2024-Ik Hun An,L,L,"5' 9""",154,28,37,56,49,8,9,1,0,0,3,2,0,4,13,0.184,0.241,0.204,0,0.445,10,2,0,2,1
Myong Kyong Choi,LG Twins,2024,0.0,LG Twins-2024-Myong Kyong Choi,L,R,"5' 9""",176,23,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0,0.667,1,0,0,0,0
Seung Min Choi,LG Twins,2024,0.0,LG Twins-2024-Seung Min Choi,L,R,"5' 11""",160,27,57,16,13,20,1,0,0,0,1,11,7,2,3,0.077,0.2,0.077,0,0.277,1,0,0,1,0
Won Yeong Choi,LG Twins,2024,0.024390243902439025,LG Twins-2024-Won Yeong Choi,R,R,"5' 8""",167,20,57,41,37,18,10,2,0,1,5,6,4,1,7,0.27,0.342,0.405,0,0.747,15,0,3,0,0
Austin Dean,LG Twins,2024,0.052980132450331126,LG Twins-2024-Austin Dean,R,R,"6' 0""",215,30,140,604,527,99,168,32,3,32,132,12,8,61,82,0.319,0.384,0.573,6,0.957,302,9,3,0,13
Bon Hyeok Gu,LG Twins,2024,0.005141388174807198,LG Twins-2024-Bon Hyeok Gu,R,R,"5' 9""",165,27,133,389,339,48,87,14,2,2,43,8,4,38,51,0.257,0.335,0.327,0,0.663,111,7,4,4,4
Chang Geon Ham,LG Twins,2024,0.0,LG Twins-2024-Chang Geon Ham,L,L,"5' 9""",182,22,15,17,14,3,2,0,0,0,0,0,0,2,3,0.143,0.25,0.143,0,0.393,2,1,0,1,0
Chang Ki Hong,LG Twins,2024,0.007849293563579277,LG Twins-2024-Chang Ki Hong,L,R,"6' 2""",207,30,139,637,524,96,176,18,3,5,73,10,11,96,93,0.336,0.447,0.41,3,0.857,215,8,12,1,4
Do Hwan Hur,LG Twins,2024,0.0,LG Twins-2024-Do Hwan Hur,R,R,"5' 9""",191,39,59,105,80,10,11,2,0,0,11,0,1,9,26,0.138,0.3,0.163,0,0.463,13,4,10,5,1
Jun Ho Jeon,LG Twins,2024,0.0,LG Twins-2024-Jun Ho Jeon,R,R,"5' 11""",176,25,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Woo Young Jung,LG Twins,2024,0.0,LG Twins-2024-Woo Young Jung,R,R,"6' 4""",218,24,27,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Beom Seok Kim,LG Twins,2024,0.03333333333333333,LG Twins-2024-Beom Seok Kim,R,R,"5' 10""",209,20,70,180,162,14,39,4,0,6,24,0,0,14,49,0.241,0.306,0.377,2,0.682,61,4,2,0,2
Dae Won Kim,LG Twins,2024,0.0,LG Twins-2024-Dae Won Kim,R,R,"5' 7""",154,22,19,4,4,5,2,0,0,0,0,2,1,0,1,0.5,0.5,0.5,0,1.0,2,0,0,0,0
Hyun Jong Kim,LG Twins,2024,0.0,LG Twins-2024-Hyun Jong Kim,R,R,"6' 1""",187,19,17,16,15,8,3,1,0,0,2,0,0,0,4,0.2,0.25,0.267,0,0.517,4,0,1,0,0
Hyun Soo Kim,LG Twins,2024,0.0137221269296741,LG Twins-2024-Hyun Soo Kim,L,R,"6' 2""",210,36,137,583,517,61,152,36,2,8,69,6,1,47,76,0.294,0.357,0.418,1,0.775,216,10,9,1,9
Ju Sung Kim,LG Twins,2024,0.0,LG Twins-2024-Ju Sung Kim,R,R,"5' 10""",178,26,12,9,6,1,1,0,0,0,0,0,0,3,0,0.167,0.444,0.167,0,0.611,1,0,0,0,0
Min Su Kim,LG Twins,2024,0.0,LG Twins-2024-Min Su Kim,R,R,"6' 0""",213,26,19,22,20,1,3,0,0,0,0,0,0,1,4,0.15,0.227,0.15,0,0.377,3,1,1,0,0
Sung Jin Kim,LG Twins,2024,0.0625,LG Twins-2024-Sung Jin Kim,R,R,"6' 0""",220,24,14,16,15,1,4,0,0,1,2,0,0,1,4,0.267,0.313,0.467,0,0.779,7,1,0,0,0
Sung Woo Kim,LG Twins,2024,0.0,LG Twins-2024-Sung Woo Kim,R,R,"5' 10""",187,20,4,5,5,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Tae Woo Kim,LG Twins,2024,0.0,LG Twins-2024-Tae Woo Kim,R,R,"5' 10""",178,26,4,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Heon Lee,LG Twins,2024,0.0,LG Twins-2024-Ju Heon Lee,R,R,"6' 0""",202,21,3,6,6,0,4,2,0,0,3,0,0,0,2,0.667,0.667,1.0,0,1.667,6,0,0,0,0
Young Bin Lee,LG Twins,2024,0.028169014084507043,LG Twins-2024-Young Bin Lee,L,R,"5' 11""",180,22,31,71,63,11,14,2,0,2,12,0,1,4,20,0.222,0.261,0.349,0,0.61,22,0,0,2,2
Bo Gyeong Moon,LG Twins,2024,0.036544850498338874,LG Twins-2024-Bo Gyeong Moon,L,R,"5' 11""",196,23,144,602,519,80,156,35,3,22,101,7,6,65,112,0.301,0.372,0.507,3,0.879,263,14,2,3,13
Sung Ju Moon,LG Twins,2024,0.0,LG Twins-2024-Sung Ju Moon,L,L,"5' 8""",171,27,96,361,305,47,96,16,2,0,48,13,7,49,38,0.315,0.411,0.38,0,0.791,116,4,3,1,3
Ji Hwan Oh,LG Twins,2024,0.02336448598130841,LG Twins-2024-Ji Hwan Oh,L,R,"6' 1""",176,34,108,428,370,67,94,24,2,10,59,17,4,51,106,0.254,0.35,0.411,0,0.761,152,8,4,2,1
Seung Hyun Paek,LG Twins,2024,0.0,LG Twins-2024-Seung Hyun Paek,R,R,"6' 0""",198,29,36,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Dong Won Park,LG Twins,2024,0.040160642570281124,LG Twins-2024-Dong Won Park,R,R,"5' 10""",202,34,130,498,434,58,118,22,0,20,80,1,0,55,112,0.272,0.349,0.461,2,0.81,200,14,0,2,7
Hae Min Park,LG Twins,2024,0.0108499095840868,LG Twins-2024-Hae Min Park,L,R,"5' 11""",165,34,144,553,482,72,127,16,6,6,56,43,13,46,101,0.264,0.336,0.359,0,0.695,173,3,11,5,9
Min Jae Shin,LG Twins,2024,0.0,LG Twins-2024-Min Jae Shin,L,R,"5' 7""",147,28,128,474,387,78,115,11,6,0,40,32,11,64,47,0.297,0.401,0.357,1,0.758,138,7,5,15,3
Chan Eui Song,LG Twins,2024,0.0,LG Twins-2024-Chan Eui Song,R,R,"5' 11""",169,25,10,21,15,2,1,0,0,0,1,1,0,3,6,0.067,0.25,0.067,0,0.317,1,0,1,1,1
Joong Yeol An,Lotte Giants,2018,0.022727272727272728,Lotte Giants-2018-Joong Yeol An,R,R,"5' 8""",191,22,60,176,154,19,38,11,0,4,18,0,0,12,56,0.247,0.314,0.396,0,0.71,61,4,3,7,0
Andy Burns,Lotte Giants,2018,0.04554455445544554,Lotte Giants-2018-Andy Burns,R,R,"6' 2""",190,27,133,505,462,80,124,34,5,23,64,5,2,33,133,0.268,0.329,0.513,2,0.842,237,8,9,1,0
Tae In Chae,Lotte Giants,2018,0.03571428571428571,Lotte Giants-2018-Tae In Chae,L,L,"6' 1""",207,35,130,420,376,44,110,18,0,15,75,0,0,34,107,0.293,0.356,0.46,3,0.816,173,10,5,1,4
Hong-Seok Cho,Lotte Giants,2018,0.0,Lotte Giants-2018-Hong-Seok Cho,L,R,"5' 8""",171,28,39,71,62,14,14,1,0,0,1,0,2,6,13,0.226,0.314,0.242,0,0.556,15,2,2,1,0
Dong Hui Han,Lotte Giants,2018,0.017699115044247787,Lotte Giants-2018-Dong Hui Han,R,R,"5' 11""",218,19,87,226,211,24,49,13,1,4,25,0,1,12,58,0.232,0.279,0.36,0,0.639,76,7,2,0,1
Il Hor,Lotte Giants,2018,0.0,Lotte Giants-2018-Il Hor,L,R,"5' 9""",194,25,9,15,14,1,5,0,0,0,0,0,0,1,2,0.357,0.4,0.357,0,0.757,5,0,0,0,0
Jin Soo Hwang,Lotte Giants,2018,0.038461538461538464,Lotte Giants-2018-Jin Soo Hwang,S,R,"5' 11""",180,29,18,26,24,6,4,1,0,1,1,1,0,2,5,0.167,0.231,0.333,0,0.564,8,0,0,0,0
Byung-woo Jeon,Lotte Giants,2018,0.03896103896103896,Lotte Giants-2018-Byung-woo Jeon,R,R,"5' 11""",198,25,27,77,66,18,24,7,0,3,13,3,0,9,24,0.364,0.442,0.606,0,1.048,40,1,1,0,1
Jun-woo Jeon,Lotte Giants,2018,0.05374592833876222,Lotte Giants-2018-Jun-woo Jeon,R,R,"6' 0""",200,32,144,614,556,118,190,36,2,33,90,7,7,48,82,0.342,0.4,0.592,1,0.991,329,12,7,1,2
Hoon Jung,Lotte Giants,2018,0.03608247422680412,Lotte Giants-2018-Hoon Jung,R,R,"5' 10""",187,30,91,194,174,33,53,10,1,7,26,4,2,16,39,0.305,0.361,0.494,1,0.855,86,4,1,0,3
Dong Han Kim,Lotte Giants,2018,0.020833333333333332,Lotte Giants-2018-Dong Han Kim,R,R,"5' 8""",163,30,55,96,83,11,16,1,0,2,9,3,1,9,18,0.193,0.266,0.277,0,0.543,23,1,0,2,2
Moon Ho Kim,Lotte Giants,2018,0.017391304347826087,Lotte Giants-2018-Moon Ho Kim,L,L,"6' 0""",224,31,46,115,100,12,25,7,0,2,16,1,0,13,27,0.25,0.336,0.38,1,0.716,38,2,0,2,0
Sa Hoon Kim,Lotte Giants,2018,0.0,Lotte Giants-2018-Sa Hoon Kim,R,R,"5' 8""",196,31,56,79,74,7,17,3,0,0,6,0,0,1,22,0.23,0.25,0.27,0,0.52,20,0,1,3,0
Byung Kyu Lee,Lotte Giants,2018,0.038910505836575876,Lotte Giants-2018-Byung Kyu Lee,L,L,"5' 10""",198,34,103,257,198,31,54,11,1,10,39,0,0,50,58,0.273,0.432,0.49,1,0.922,97,5,7,0,2
Dae-ho Lee,Lotte Giants,2018,0.061258278145695365,Lotte Giants-2018-Dae-ho Lee,R,R,"6' 4""",250,36,144,604,543,81,181,30,0,37,125,0,1,43,75,0.333,0.394,0.593,7,0.987,322,18,14,0,4
Byeong-heon Min,Lotte Giants,2018,0.03441295546558704,Lotte Giants-2018-Byeong-heon Min,R,R,"5' 10""",172,31,118,494,443,74,141,21,0,17,66,8,3,35,68,0.318,0.374,0.481,3,0.855,213,10,8,2,6
Kyu-Hyun Moon,Lotte Giants,2018,0.017191977077363897,Lotte Giants-2018-Kyu-Hyun Moon,R,R,"5' 11""",170,34,122,349,316,42,87,19,1,6,41,3,1,18,45,0.275,0.309,0.399,0,0.708,126,9,0,9,6
Gyun An Na,Lotte Giants,2018,0.009852216748768473,Lotte Giants-2018-Gyun An Na,R,R,"6' 0""",218,20,106,203,177,15,22,3,0,2,11,0,0,12,85,0.124,0.201,0.175,0,0.376,31,2,5,9,0
Kyung-Min Na,Lotte Giants,2018,0.0,Lotte Giants-2018-Kyung-Min Na,L,L,"5' 10""",170,26,87,71,57,23,15,2,0,0,1,12,4,10,21,0.263,0.4,0.298,0,0.698,17,0,3,1,0
Yoon Suk Oh,Lotte Giants,2018,0.0,Lotte Giants-2018-Yoon Suk Oh,R,R,"5' 10""",191,26,13,13,12,3,2,0,0,0,0,0,0,1,5,0.167,0.231,0.167,0,0.398,2,1,0,0,0
Hun Do Park,Lotte Giants,2018,0.0,Lotte Giants-2018-Hun Do Park,R,R,"5' 10""",224,31,15,31,26,1,3,1,0,0,0,0,0,5,10,0.115,0.258,0.154,0,0.412,4,1,0,0,0
Won Tak Ra,Lotte Giants,2018,0.0,Lotte Giants-2018-Won Tak Ra,R,R,"6' 0""",205,23,20,24,24,0,3,0,0,0,1,0,0,0,10,0.125,0.125,0.125,0,0.25,3,0,0,0,0
Bon Ki Shin,Lotte Giants,2018,0.022964509394572025,Lotte Giants-2018-Bon Ki Shin,R,R,"5' 10""",194,29,139,479,425,55,125,28,1,11,71,1,5,33,95,0.294,0.357,0.442,2,0.799,188,12,11,5,5
Ah-seop Son,Lotte Giants,2018,0.0416,Lotte Giants-2018-Ah-seop Son,L,R,"5' 9""",190,30,141,625,553,109,182,32,5,26,93,20,3,68,99,0.329,0.404,0.546,1,0.95,302,15,2,1,1
Joong Yeol An,Lotte Giants,2019,0.013793103448275862,Lotte Giants-2019-Joong Yeol An,R,R,"5' 8""",191,23,73,145,136,10,26,6,1,2,4,0,1,6,41,0.191,0.236,0.294,0,0.53,40,2,2,1,0
Carlos Asuaje,Lotte Giants,2019,0.010309278350515464,Lotte Giants-2019-Carlos Asuaje,L,R,"5' 8""",160,27,49,194,163,34,41,5,4,2,21,4,2,26,24,0.252,0.356,0.368,1,0.724,60,0,1,3,1
Seong Geun Bae,Lotte Giants,2019,0.0,Lotte Giants-2019-Seong Geun Bae,R,R,"5' 11""",198,24,36,48,44,4,9,1,0,0,2,1,0,4,13,0.205,0.271,0.227,0,0.498,10,0,0,0,0
Tae In Chae,Lotte Giants,2019,0.027472527472527472,Lotte Giants-2019-Tae In Chae,L,L,"6' 1""",207,36,59,182,167,11,42,11,0,5,29,0,0,11,45,0.252,0.302,0.407,1,0.709,68,5,2,0,2
Hong-Seok Cho,Lotte Giants,2019,0.0,Lotte Giants-2019-Hong-Seok Cho,L,R,"5' 8""",171,29,42,65,60,8,7,2,1,0,5,1,0,4,14,0.117,0.169,0.183,0,0.353,11,1,0,0,1
Seung Min Go,Lotte Giants,2019,0.0,Lotte Giants-2019-Seung Min Go,L,R,"6' 1""",194,18,30,89,83,7,21,6,2,0,6,0,0,4,16,0.253,0.284,0.374,0,0.658,31,1,0,1,1
Dong Hui Han,Lotte Giants,2019,0.00966183574879227,Lotte Giants-2019-Dong Hui Han,R,R,"5' 11""",218,20,59,207,187,12,38,9,0,2,9,1,0,18,57,0.203,0.271,0.283,0,0.554,53,3,0,0,2
Il Hor,Lotte Giants,2019,0.006172839506172839,Lotte Giants-2019-Il Hor,L,R,"5' 9""",194,26,71,162,149,14,38,4,0,1,17,2,1,12,28,0.255,0.315,0.302,0,0.617,45,1,1,0,0
Jin Soo Hwang,Lotte Giants,2019,0.0,Lotte Giants-2019-Jin Soo Hwang,S,R,"5' 11""",180,30,6,4,3,1,0,0,0,0,0,0,0,1,2,0.0,0.25,0.0,0,0.25,0,0,0,0,0
Byung-woo Jeon,Lotte Giants,2019,0.0,Lotte Giants-2019-Byung-woo Jeon,R,R,"5' 11""",198,26,29,55,51,2,5,1,0,0,0,0,0,3,22,0.098,0.148,0.118,0,0.266,6,0,0,1,0
Jun-woo Jeon,Lotte Giants,2019,0.036303630363036306,Lotte Giants-2019-Jun-woo Jeon,R,R,"6' 0""",200,33,141,606,545,85,164,30,1,22,83,8,2,46,71,0.301,0.359,0.481,2,0.839,262,19,7,1,7
Bo Keun Jeong,Lotte Giants,2019,0.0,Lotte Giants-2019-Bo Keun Jeong,R,R,"5' 8""",194,19,15,35,32,3,4,0,0,0,1,0,0,2,10,0.125,0.2,0.125,0,0.325,4,2,1,0,0
Hoon Jung,Lotte Giants,2019,0.009009009009009009,Lotte Giants-2019-Hoon Jung,R,R,"5' 10""",187,31,88,222,190,26,43,4,1,2,17,4,3,23,47,0.226,0.324,0.29,1,0.614,55,4,5,3,1
Jun Hyeok Jung,Lotte Giants,2019,0.0,Lotte Giants-2019-Jun Hyeok Jung,L,L,"5' 11""",205,25,6,11,11,1,3,0,0,0,1,0,0,0,6,0.273,0.273,0.273,0,0.545,3,0,0,0,0
Sung Jong Jung,Lotte Giants,2019,0.0,Lotte Giants-2019-Sung Jong Jung,L,R,"5' 11""",194,23,32,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Lo-han Kang,Lotte Giants,2019,0.013071895424836602,Lotte Giants-2019-Lo-han Kang,L,R,"5' 11""",171,27,104,306,288,38,69,15,6,4,25,7,1,13,107,0.24,0.279,0.375,0,0.654,108,3,3,1,1
Dong Han Kim,Lotte Giants,2019,0.0,Lotte Giants-2019-Dong Han Kim,R,R,"5' 8""",163,31,42,85,78,9,22,4,0,0,2,3,2,6,15,0.282,0.333,0.333,0,0.667,26,1,0,1,0
Jun Tae Kim,Lotte Giants,2019,0.0,Lotte Giants-2019-Jun Tae Kim,L,R,"5' 8""",200,24,43,104,88,10,14,3,0,0,8,0,0,12,23,0.159,0.275,0.193,0,0.468,17,1,2,2,0
Min Su Kim,Lotte Giants,2019,0.0,Lotte Giants-2019-Min Su Kim,R,R,"6' 0""",213,21,11,37,34,0,8,3,0,0,1,0,0,1,14,0.235,0.297,0.324,0,0.621,11,2,2,0,0
Moon Ho Kim,Lotte Giants,2019,0.0,Lotte Giants-2019-Moon Ho Kim,L,L,"6' 0""",224,32,51,109,103,6,25,7,0,0,4,2,0,4,30,0.243,0.269,0.311,0,0.579,32,1,0,1,1
Sa Hoon Kim,Lotte Giants,2019,0.0,Lotte Giants-2019-Sa Hoon Kim,R,R,"5' 8""",196,32,3,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Byung Kyu Lee,Lotte Giants,2019,0.0,Lotte Giants-2019-Byung Kyu Lee,L,L,"5' 10""",198,35,8,22,19,1,3,2,0,0,0,0,0,2,7,0.158,0.273,0.263,0,0.536,5,1,1,0,0
Chan Gun Lee,Lotte Giants,2019,0.0,Lotte Giants-2019-Chan Gun Lee,L,R,"5' 9""",160,23,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Dae-ho Lee,Lotte Giants,2019,0.029143897996357013,Lotte Giants-2019-Dae-ho Lee,R,R,"6' 4""",250,37,135,549,485,48,138,23,1,16,88,0,0,47,65,0.285,0.355,0.435,4,0.79,211,19,10,0,7
Byeong-heon Min,Lotte Giants,2019,0.02142857142857143,Lotte Giants-2019-Byeong-heon Min,R,R,"5' 10""",172,32,101,420,369,52,112,24,2,9,43,13,6,42,55,0.304,0.38,0.453,0,0.832,167,9,5,1,3
Kyu-Hyun Moon,Lotte Giants,2019,0.0,Lotte Giants-2019-Kyu-Hyun Moon,R,R,"5' 11""",170,35,40,72,64,7,16,2,0,0,10,0,0,3,10,0.25,0.271,0.281,0,0.553,18,1,0,2,3
Gyun An Na,Lotte Giants,2019,0.014354066985645933,Lotte Giants-2019-Gyun An Na,R,R,"6' 0""",218,21,104,209,185,12,23,4,0,3,13,0,0,9,88,0.124,0.188,0.195,0,0.383,36,5,6,7,2
Kyung-Min Na,Lotte Giants,2019,0.0,Lotte Giants-2019-Kyung-Min Na,L,L,"5' 10""",170,27,45,49,45,10,9,0,2,0,7,2,0,3,12,0.2,0.265,0.289,0,0.554,13,0,1,0,0
Yoon Suk Oh,Lotte Giants,2019,0.0043859649122807015,Lotte Giants-2019-Yoon Suk Oh,R,R,"5' 10""",191,27,76,228,198,21,44,2,0,1,21,0,0,20,43,0.222,0.295,0.248,1,0.542,49,4,2,4,4
Bon Ki Shin,Lotte Giants,2019,0.002421307506053269,Lotte Giants-2019-Bon Ki Shin,R,R,"5' 10""",194,30,121,413,375,43,96,9,0,1,26,3,3,24,62,0.256,0.314,0.288,1,0.602,108,9,8,5,1
