player_name,team,year,home_run_rate,label,batting_side,throwing_hand,height,weight,age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,batting_avg,onbase_perc,slugging_perc,IBB,onbase_plus_slugging,TB,GIDP,HBP,SH,SF
Eun Seong Chae,LG Twins,2018,0.04325259515570934,LG Twins-2018-Eun Seong Chae,R,R,"6' 1""",202,28,139,578,529,78,175,36,2,25,119,3,1,35,97,0.331,0.379,0.548,1,0.927,290,12,9,0,5
Sang Ho Chung,LG Twins,2018,0.0078125,LG Twins-2018-Sang Ho Chung,R,R,"6' 1""",220,35,70,128,112,11,25,4,0,1,9,0,1,8,35,0.223,0.304,0.286,0,0.59,32,3,5,3,0
Adonis García,LG Twins,2018,0.038834951456310676,LG Twins-2018-Adonis García,R,R,"5' 9""",205,33,50,206,183,27,62,9,0,8,34,5,0,9,25,0.339,0.384,0.519,0,0.903,95,3,8,0,6
Chang Ki Hong,LG Twins,2018,0.0,LG Twins-2018-Chang Ki Hong,L,R,"6' 2""",207,24,12,25,18,1,3,2,0,0,0,0,1,7,8,0.167,0.4,0.278,0,0.678,5,0,0,0,0
Si Yun Jang,LG Twins,2018,0.0,LG Twins-2018-Si Yun Jang,R,R,"6' 0""",165,24,8,2,2,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Hyeon Jung,LG Twins,2018,0.017699115044247787,LG Twins-2018-Ju Hyeon Jung,R,R,"5' 9""",167,27,115,339,303,48,79,14,2,6,31,18,3,27,68,0.261,0.324,0.38,0,0.704,115,9,2,6,1
Hyun Soo Kim,LG Twins,2018,0.03913894324853229,LG Twins-2018-Hyun Soo Kim,L,R,"6' 2""",210,30,117,511,453,95,164,39,2,20,101,1,3,47,61,0.362,0.415,0.589,6,1.004,267,9,1,0,10
Jae Yul Kim,LG Twins,2018,0.0,LG Twins-2018-Jae Yul Kim,R,R,"6' 1""",198,29,25,41,36,5,8,3,0,0,3,0,0,3,9,0.222,0.317,0.306,0,0.623,11,1,2,0,0
Yong Eui Kim,LG Twins,2018,0.0,LG Twins-2018-Yong Eui Kim,L,R,"6' 1""",163,32,114,185,159,28,37,2,0,0,13,10,1,16,32,0.233,0.298,0.245,1,0.543,39,1,0,7,3
Chun Woong Lee,LG Twins,2018,0.0049382716049382715,LG Twins-2018-Chun Woong Lee,L,L,"5' 11""",198,29,112,405,359,61,122,22,3,2,39,10,10,39,48,0.34,0.407,0.435,2,0.841,156,11,3,2,2
Hyung Jong Lee,LG Twins,2018,0.026804123711340205,LG Twins-2018-Hyung Jong Lee,R,R,"6' 0""",176,29,118,485,437,83,138,27,0,13,42,6,4,31,82,0.316,0.377,0.467,0,0.844,204,6,12,5,0
Hoon Lim,LG Twins,2018,0.022727272727272728,LG Twins-2018-Hoon Lim,L,L,"6' 1""",189,32,54,88,83,10,19,3,0,2,7,0,0,3,15,0.229,0.256,0.337,0,0.593,28,3,0,2,0
Seon Jae Moon,LG Twins,2018,0.0,LG Twins-2018-Seon Jae Moon,R,R,"6' 0""",200,28,2,6,6,0,1,0,0,0,0,0,0,0,3,0.167,0.167,0.167,0,0.333,1,0,0,0,0
Sung Ju Moon,LG Twins,2018,0.0,LG Twins-2018-Sung Ju Moon,L,L,"5' 8""",171,21,5,3,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0,0.667,1,0,0,0,0
Ji Hwan Oh,LG Twins,2018,0.017828200972447326,LG Twins-2018-Ji Hwan Oh,L,R,"6' 1""",176,28,144,617,533,93,148,26,2,11,71,10,5,59,146,0.278,0.354,0.396,3,0.75,211,6,7,12,6
Seung Hyun Paek,LG Twins,2018,0.0,LG Twins-2018-Seung Hyun Paek,R,R,"6' 0""",198,23,5,8,8,1,2,0,0,0,1,0,0,0,3,0.25,0.25,0.25,0,0.5,2,0,0,0,0
Jee-kyu Park,LG Twins,2018,0.018867924528301886,LG Twins-2018-Jee-kyu Park,L,R,"6' 0""",198,26,26,53,47,6,8,2,0,1,5,2,0,3,17,0.17,0.216,0.277,0,0.492,13,2,0,2,1
Yong Taik Park,LG Twins,2018,0.025728987993138937,LG Twins-2018-Yong Taik Park,L,R,"6' 0""",198,39,134,583,524,89,159,38,1,15,76,3,3,47,107,0.303,0.362,0.466,0,0.828,244,21,5,0,7
Sang Woo Seo,LG Twins,2018,0.023809523809523808,LG Twins-2018-Sang Woo Seo,L,R,"6' 1""",198,28,51,84,69,10,20,0,0,2,14,0,1,12,18,0.29,0.393,0.377,0,0.77,26,1,1,0,2
Suk Hwan Yang,LG Twins,2018,0.04238921001926782,LG Twins-2018-Suk Hwan Yang,R,R,"6' 0""",198,26,140,519,483,53,127,27,0,22,82,2,2,24,81,0.263,0.303,0.456,0,0.759,220,9,6,1,5
Won Hyuk Yang,LG Twins,2018,0.0,LG Twins-2018-Won Hyuk Yang,L,R,"5' 8""",156,26,7,6,5,3,2,0,0,0,0,0,0,1,0,0.4,0.5,0.4,0,0.9,2,0,0,0,0
Kang Nam Yoo,LG Twins,2018,0.04086021505376344,LG Twins-2018-Kang Nam Yoo,R,R,"5' 11""",194,25,132,465,425,53,126,33,0,19,66,0,0,28,80,0.297,0.352,0.508,1,0.86,216,21,9,2,1
Hyeong Jun Yoon,LG Twins,2018,0.0,LG Twins-2018-Hyeong Jun Yoon,R,R,"6' 1""",213,24,11,23,23,0,5,1,0,0,3,0,0,0,9,0.217,0.217,0.261,0,0.478,6,0,0,0,0
Jin Ho Yoon,LG Twins,2018,0.0,LG Twins-2018-Jin Ho Yoon,R,R,"5' 10""",171,32,102,61,53,13,11,3,0,0,4,0,1,2,14,0.208,0.263,0.264,0,0.527,14,2,2,4,0
Eun Seong Chae,LG Twins,2019,0.023346303501945526,LG Twins-2019-Eun Seong Chae,R,R,"6' 1""",202,29,128,514,470,59,148,18,1,12,72,2,2,24,67,0.315,0.358,0.434,1,0.792,204,9,12,0,8
Sang Ho Chung,LG Twins,2019,0.0,LG Twins-2019-Sang Ho Chung,R,R,"6' 1""",220,36,22,24,24,1,2,1,0,0,2,0,0,0,11,0.083,0.083,0.125,0,0.208,3,3,0,0,0
Bon Hyeok Gu,LG Twins,2019,0.010526315789473684,LG Twins-2019-Bon Hyeok Gu,R,R,"5' 9""",165,22,57,95,85,10,15,1,0,1,6,2,1,6,17,0.177,0.245,0.224,0,0.468,19,0,2,1,1
Chang Ki Hong,LG Twins,2019,0.0,LG Twins-2019-Chang Ki Hong,L,R,"6' 2""",207,25,23,26,24,3,6,2,0,0,0,3,0,1,12,0.25,0.308,0.333,0,0.641,8,1,1,0,0
Jun Ho Jeon,LG Twins,2019,0.0,LG Twins-2019-Jun Ho Jeon,R,R,"5' 11""",176,20,8,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Tommy Joseph,LG Twins,2019,0.041474654377880185,LG Twins-2019-Tommy Joseph,R,R,"6' 1""",255,27,55,217,197,17,54,3,0,9,36,0,1,14,46,0.274,0.332,0.426,0,0.758,84,3,4,0,2
Min Su Jun,LG Twins,2019,0.0,LG Twins-2019-Min Su Jun,L,R,"5' 9""",167,30,75,106,96,8,23,7,0,0,8,2,1,9,18,0.24,0.305,0.313,0,0.617,30,4,0,1,0
Ju Hyeon Jung,LG Twins,2019,0.004705882352941176,LG Twins-2019-Ju Hyeon Jung,R,R,"5' 9""",167,28,129,425,376,53,87,19,2,2,27,15,6,31,91,0.231,0.291,0.309,0,0.6,116,10,1,16,1
Hyun Soo Kim,LG Twins,2019,0.018487394957983194,LG Twins-2019-Hyun Soo Kim,L,R,"6' 2""",210,31,140,595,526,75,160,37,0,11,82,3,1,54,52,0.304,0.37,0.437,9,0.807,230,11,6,0,9
Jae Seong Kim,LG Twins,2019,0.0,LG Twins-2019-Jae Seong Kim,L,R,"6' 0""",187,22,3,7,5,0,1,0,0,0,1,0,0,2,2,0.2,0.429,0.2,0,0.629,1,0,0,0,0
Jae Yul Kim,LG Twins,2019,0.0,LG Twins-2019-Jae Yul Kim,R,R,"6' 1""",198,30,4,9,9,0,1,0,0,0,0,0,0,0,0,0.111,0.111,0.111,0,0.222,1,0,0,0,0
Min Sung Kim,LG Twins,2019,0.0199501246882793,LG Twins-2019-Min Sung Kim,R,R,"5' 11""",207,30,107,401,361,44,94,16,0,8,50,2,1,30,75,0.26,0.323,0.371,0,0.694,134,12,4,5,1
Yong Eui Kim,LG Twins,2019,0.0,LG Twins-2019-Yong Eui Kim,L,R,"6' 1""",163,33,114,210,179,35,39,5,3,0,17,8,3,24,38,0.218,0.316,0.279,1,0.595,50,1,2,4,1
Chun Woong Lee,LG Twins,2019,0.0032626427406199023,LG Twins-2019-Chun Woong Lee,L,L,"5' 11""",198,30,138,613,546,88,168,24,3,2,48,21,10,57,82,0.308,0.378,0.374,1,0.751,204,13,5,4,1
Hyung Jong Lee,LG Twins,2019,0.026970954356846474,LG Twins-2019-Hyung Jong Lee,R,R,"6' 0""",176,30,120,482,419,56,120,24,1,13,63,6,5,42,78,0.286,0.358,0.442,1,0.799,185,9,10,1,10
Sung Woo Lee,LG Twins,2019,0.0,LG Twins-2019-Sung Woo Lee,R,R,"5' 10""",200,37,55,74,64,2,10,3,0,0,6,0,0,4,11,0.156,0.239,0.203,0,0.443,13,2,3,3,0
Ji Hwan Oh,LG Twins,2019,0.016453382084095063,LG Twins-2019-Ji Hwan Oh,L,R,"6' 1""",176,29,134,547,473,63,119,23,5,9,53,27,5,57,113,0.252,0.339,0.378,1,0.717,179,7,7,7,3
Seung Hyun Paek,LG Twins,2019,0.0,LG Twins-2019-Seung Hyun Paek,R,R,"6' 0""",198,24,14,30,30,1,5,1,0,0,0,1,0,0,10,0.167,0.167,0.2,0,0.367,6,1,0,0,0
Jee-kyu Park,LG Twins,2019,0.0,LG Twins-2019-Jee-kyu Park,L,R,"6' 0""",198,27,10,18,11,2,1,0,0,0,1,0,0,4,7,0.091,0.412,0.091,0,0.503,1,0,2,1,0
Yong Taik Park,LG Twins,2019,0.004651162790697674,LG Twins-2019-Yong Taik Park,L,R,"6' 0""",198,40,64,215,195,19,55,9,0,1,22,3,1,18,30,0.282,0.34,0.344,1,0.683,67,3,0,0,2
Carlos Peguero,LG Twins,2019,0.04205607476635514,LG Twins-2019-Carlos Peguero,L,L,"6' 5""",260,32,52,214,199,24,57,10,0,9,44,2,1,12,63,0.286,0.332,0.472,0,0.804,94,2,2,0,1
Hyoung Woo Ryu,LG Twins,2019,0.0,LG Twins-2019-Hyoung Woo Ryu,R,R,"5' 11""",158,24,10,12,11,2,2,0,0,0,1,0,0,1,3,0.182,0.25,0.182,0,0.432,2,1,0,0,0
Sang Woo Seo,LG Twins,2019,0.0,LG Twins-2019-Sang Woo Seo,L,R,"6' 1""",198,29,13,24,21,2,5,1,0,0,1,0,0,3,8,0.238,0.333,0.286,0,0.619,6,1,0,0,0
Min Jae Shin,LG Twins,2019,0.0,LG Twins-2019-Min Jae Shin,L,R,"5' 7""",147,23,81,94,81,25,19,3,0,0,5,10,8,8,17,0.235,0.323,0.272,0,0.594,22,0,3,1,1
Jong Min Yang,LG Twins,2019,0.0,LG Twins-2019-Jong Min Yang,R,R,"5' 11""",178,28,18,49,44,1,6,2,0,0,5,0,0,2,15,0.136,0.17,0.182,0,0.352,8,3,0,2,1
Won Hyuk Yang,LG Twins,2019,,LG Twins-2019-Won Hyuk Yang,L,R,"5' 8""",156,27,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,0,,0,0,0,0,0
Kang Nam Yoo,LG Twins,2019,0.03418803418803419,LG Twins-2019-Kang Nam Yoo,R,R,"5' 11""",194,26,132,468,418,44,113,22,0,16,49,0,0,30,82,0.27,0.334,0.438,2,0.772,183,21,13,1,6
Jin Ho Yoon,LG Twins,2019,0.016129032258064516,LG Twins-2019-Jin Ho Yoon,R,R,"5' 10""",171,33,106,62,59,6,6,2,0,1,5,1,1,1,13,0.102,0.117,0.186,0,0.303,11,0,0,2,0
Eun Seong Chae,LG Twins,2020,0.032327586206896554,LG Twins-2020-Eun Seong Chae,R,R,"6' 1""",202,30,109,464,416,59,122,17,2,15,88,0,3,32,69,0.293,0.351,0.452,1,0.803,188,12,9,0,7
Jae Won Choi,LG Twins,2020,0.0,LG Twins-2020-Jae Won Choi,R,R,"6' 0""",178,29,6,6,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0.0,0,1,0,0,0
Geun-woo Chung,LG Twins,2020,0.005649717514124294,LG Twins-2020-Geun-woo Chung,R,R,"5' 8""",165,37,72,177,154,23,37,4,0,1,14,7,2,17,23,0.24,0.322,0.286,1,0.608,44,4,2,3,1
Bon Hyeok Gu,LG Twins,2020,0.01020408163265306,LG Twins-2020-Bon Hyeok Gu,R,R,"5' 9""",165,23,125,98,86,20,14,0,1,1,7,0,0,7,18,0.163,0.242,0.221,0,0.463,19,2,2,3,0
Suk Hyun Han,LG Twins,2020,0.0,LG Twins-2020-Suk Hyun Han,L,L,"5' 11""",160,26,9,3,2,3,0,0,0,0,0,1,0,1,1,0.0,0.333,0.0,0,0.333,0,0,0,0,0
Chang Ki Hong,LG Twins,2020,0.009861932938856016,LG Twins-2020-Chang Ki Hong,L,R,"6' 2""",207,26,135,507,408,87,114,29,6,5,39,11,5,83,87,0.279,0.411,0.417,1,0.827,170,8,10,3,3
Jun Won Jang,LG Twins,2020,0.014705882352941176,LG Twins-2020-Jun Won Jang,R,R,"6' 0""",169,24,46,68,60,10,13,3,0,1,6,0,0,6,7,0.217,0.284,0.317,0,0.6,19,2,0,1,1
Min Su Jun,LG Twins,2020,0.0,LG Twins-2020-Min Su Jun,L,R,"5' 9""",167,31,4,6,5,0,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0,0.533,1,0,0,0,0
Ju Hyeon Jung,LG Twins,2020,0.01078167115902965,LG Twins-2020-Ju Hyeon Jung,R,R,"5' 9""",167,29,134,371,328,50,81,10,4,4,30,8,7,29,63,0.247,0.312,0.338,0,0.651,111,6,3,9,2
Ho Eun Kim,LG Twins,2020,0.017857142857142856,LG Twins-2020-Ho Eun Kim,L,R,"5' 11""",191,28,69,112,103,12,25,5,0,2,11,0,0,7,14,0.243,0.304,0.35,0,0.653,36,2,2,0,0
Hyun Soo Kim,LG Twins,2020,0.035541195476575124,LG Twins-2020-Hyun Soo Kim,L,R,"6' 2""",210,32,142,619,547,98,181,35,2,22,119,0,2,63,53,0.331,0.397,0.523,7,0.92,286,9,2,0,7
Min Sung Kim,LG Twins,2020,0.015015015015015015,LG Twins-2020-Min Sung Kim,R,R,"5' 11""",207,31,87,333,297,29,79,20,0,5,47,2,1,24,66,0.266,0.325,0.384,2,0.709,114,8,4,4,4
Yong Eui Kim,LG Twins,2020,0.013333333333333334,LG Twins-2020-Yong Eui Kim,L,R,"6' 1""",163,34,101,75,70,28,19,1,1,1,12,7,3,3,15,0.271,0.297,0.357,0,0.654,25,2,0,1,1
Chun Woong Lee,LG Twins,2020,0.008356545961002786,LG Twins-2020-Chun Woong Lee,L,L,"5' 11""",198,31,89,359,312,44,80,11,2,3,36,8,5,35,44,0.256,0.333,0.333,0,0.667,104,7,4,2,6
Hyung Jong Lee,LG Twins,2020,0.05263157894736842,LG Twins-2020-Hyung Jong Lee,R,R,"6' 0""",176,31,81,323,287,41,85,17,2,17,50,1,0,27,61,0.296,0.368,0.547,1,0.915,157,7,7,0,2
Jae Won Lee,LG Twins,2020,0.0,LG Twins-2020-Jae Won Lee,R,R,"6' 4""",231,20,16,22,20,1,1,0,0,0,0,0,0,2,11,0.05,0.136,0.05,0,0.186,1,0,0,0,0
Sung Woo Lee,LG Twins,2020,0.03409090909090909,LG Twins-2020-Sung Woo Lee,R,R,"5' 10""",200,38,72,88,77,7,18,1,0,3,11,0,0,6,14,0.234,0.289,0.364,0,0.653,28,3,0,5,0
Ji Hwan Oh,LG Twins,2020,0.01692047377326565,LG Twins-2020-Ji Hwan Oh,L,R,"6' 1""",176,30,141,591,527,95,158,41,7,10,71,20,8,45,116,0.3,0.362,0.461,1,0.823,243,4,9,5,5
Seung Hyun Paek,LG Twins,2020,0.0,LG Twins-2020-Seung Hyun Paek,R,R,"6' 0""",198,25,27,39,28,5,7,1,0,0,2,0,0,4,8,0.25,0.364,0.286,0,0.649,8,0,1,6,0
Jae-wook Park,LG Twins,2020,0.0,LG Twins-2020-Jae-wook Park,R,R,"5' 10""",202,24,15,17,15,0,4,0,0,0,1,0,0,0,4,0.267,0.313,0.267,0,0.579,4,2,1,1,0
Yong Taik Park,LG Twins,2020,0.00847457627118644,LG Twins-2020-Yong Taik Park,L,R,"6' 0""",198,41,97,236,217,22,65,15,0,2,35,2,0,15,34,0.3,0.339,0.396,1,0.735,86,7,0,0,4
Roberto Ramos,LG Twins,2020,0.07692307692307693,LG Twins-2020-Roberto Ramos,L,R,"6' 3""",220,25,117,494,431,74,120,17,2,38,86,2,0,55,136,0.278,0.362,0.592,5,0.954,255,7,4,0,4
Min Jae Shin,LG Twins,2020,0.0,LG Twins-2020-Min Jae Shin,L,R,"5' 7""",147,24,68,32,26,26,8,1,0,0,5,8,2,4,4,0.308,0.4,0.346,0,0.746,9,1,0,2,0
Ho Young Son,LG Twins,2020,0.0,LG Twins-2020-Ho Young Son,R,R,"5' 11""",170,25,23,31,30,9,11,2,0,0,3,5,0,1,6,0.367,0.387,0.433,0,0.82,13,2,0,0,0
Suk Hwan Yang,LG Twins,2020,0.022727272727272728,LG Twins-2020-Suk Hwan Yang,R,R,"6' 0""",198,28,40,132,118,8,29,5,0,3,13,0,0,10,25,0.246,0.315,0.364,0,0.68,43,1,2,2,0
Kang Nam Yoo,LG Twins,2020,0.03347280334728033,LG Twins-2020-Kang Nam Yoo,R,R,"5' 11""",194,27,137,478,429,51,112,18,0,16,74,1,1,32,84,0.261,0.33,0.415,1,0.745,178,18,13,2,2
Ik Hun An,LG Twins,2021,0.0,LG Twins-2021-Ik Hun An,L,L,"5' 9""",154,25,48,16,14,4,2,1,0,0,1,0,0,0,2,0.143,0.25,0.214,0,0.464,3,1,2,0,0
Justin Bour,LG Twins,2021,0.02564102564102564,LG Twins-2021-Justin Bour,L,R,"6' 4""",270,33,32,117,100,7,17,2,0,3,17,0,0,11,30,0.17,0.265,0.28,0,0.545,28,2,3,0,3
Eun Seong Chae,LG Twins,2021,0.03571428571428571,LG Twins-2021-Eun Seong Chae,R,R,"6' 1""",202,31,110,448,387,59,107,20,0,16,82,4,2,38,80,0.277,0.359,0.452,2,0.812,175,9,16,0,7
Min Chang Choi,LG Twins,2021,0.0,LG Twins-2021-Min Chang Choi,L,L,"5' 10""",167,25,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Bon Hyeok Gu,LG Twins,2021,0.0,LG Twins-2021-Bon Hyeok Gu,R,R,"5' 9""",165,24,123,45,38,10,5,2,0,0,3,0,0,3,7,0.132,0.205,0.184,0,0.389,7,0,1,1,2
Suk Hyun Han,LG Twins,2021,0.0,LG Twins-2021-Suk Hyun Han,L,L,"5' 11""",160,27,16,26,21,5,6,2,1,0,1,2,0,3,7,0.286,0.385,0.476,0,0.861,10,1,1,0,1
Chang Ki Hong,LG Twins,2021,0.006144393241167435,LG Twins-2021-Chang Ki Hong,L,R,"6' 2""",207,27,144,651,524,103,172,26,2,4,52,23,8,109,95,0.328,0.456,0.408,4,0.865,214,6,16,0,2
Jun Won Jang,LG Twins,2021,0.0,LG Twins-2021-Jun Won Jang,R,R,"6' 0""",169,25,5,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Ju Hyeon Jung,LG Twins,2021,0.014018691588785047,LG Twins-2021-Ju Hyeon Jung,R,R,"5' 9""",167,30,73,214,181,26,43,7,1,3,10,3,3,24,32,0.238,0.327,0.337,0,0.664,61,4,0,9,0
Ho Eun Kim,LG Twins,2021,0.0,LG Twins-2021-Ho Eun Kim,L,R,"5' 11""",191,29,7,9,9,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hyun Soo Kim,LG Twins,2021,0.02857142857142857,LG Twins-2021-Hyun Soo Kim,L,R,"6' 2""",210,33,140,595,506,70,144,23,1,17,96,3,0,77,42,0.285,0.377,0.435,5,0.811,220,7,3,0,9
Jae Seong Kim,LG Twins,2021,0.0136986301369863,LG Twins-2021-Jae Seong Kim,L,R,"6' 0""",187,24,58,73,65,6,9,2,1,1,3,1,0,5,13,0.139,0.208,0.246,0,0.455,16,2,1,1,1
Ju Sung Kim,LG Twins,2021,0.14285714285714285,LG Twins-2021-Ju Sung Kim,R,R,"5' 10""",178,23,3,7,6,1,1,0,0,1,1,0,0,1,3,0.167,0.286,0.667,0,0.952,4,0,0,0,0
Min Sung Kim,LG Twins,2021,0.018779342723004695,LG Twins-2021-Min Sung Kim,R,R,"5' 11""",207,32,121,426,360,35,80,22,0,8,39,3,3,42,73,0.222,0.313,0.35,2,0.663,126,7,8,11,5
Yong Eui Kim,LG Twins,2021,0.0,LG Twins-2021-Yong Eui Kim,L,R,"6' 1""",163,35,102,41,27,19,4,2,0,0,2,6,0,9,5,0.148,0.351,0.222,0,0.574,6,1,0,4,1
Chun Woong Lee,LG Twins,2021,0.009478672985781991,LG Twins-2021-Chun Woong Lee,L,L,"5' 11""",198,32,68,211,181,20,36,7,0,2,16,3,2,25,23,0.199,0.305,0.271,0,0.576,49,11,3,1,1
Hyung Jong Lee,LG Twins,2021,0.03558718861209965,LG Twins-2021-Hyung Jong Lee,R,R,"6' 0""",176,32,90,281,239,32,52,11,0,10,34,3,1,34,65,0.218,0.332,0.389,1,0.721,93,10,7,1,0
Jae Won Lee,LG Twins,2021,0.029239766081871343,LG Twins-2021-Jae Won Lee,R,R,"6' 4""",231,21,62,171,154,22,38,6,0,5,17,5,1,14,48,0.247,0.316,0.383,0,0.699,59,2,2,0,1
Ju Hyoung Lee,LG Twins,2021,0.0,LG Twins-2021-Ju Hyoung Lee,L,R,"6' 0""",176,20,14,19,16,3,2,0,0,0,0,2,1,1,7,0.125,0.222,0.125,0,0.347,2,0,1,1,0
Sang Ho Lee,LG Twins,2021,0.0,LG Twins-2021-Sang Ho Lee,R,R,"5' 10""",180,32,45,68,65,5,20,2,0,0,12,2,1,1,10,0.308,0.318,0.339,0,0.657,22,2,0,2,0
Sung Woo Lee,LG Twins,2021,0.0,LG Twins-2021-Sung Woo Lee,R,R,"5' 10""",200,39,36,39,33,0,7,0,0,0,2,0,0,1,8,0.212,0.235,0.212,0,0.447,7,1,0,5,0
Young Bin Lee,LG Twins,2021,0.011834319526627219,LG Twins-2021-Young Bin Lee,L,R,"5' 11""",180,19,72,169,148,21,36,9,0,2,16,6,3,15,51,0.243,0.323,0.345,0,0.668,51,1,3,2,1
Bo Gyeong Moon,LG Twins,2021,0.0243161094224924,LG Twins-2021-Bo Gyeong Moon,L,R,"5' 11""",196,20,107,329,278,37,64,11,1,8,39,3,1,46,64,0.23,0.337,0.363,1,0.701,101,5,0,3,2
Sung Ju Moon,LG Twins,2021,0.011235955056179775,LG Twins-2021-Sung Ju Moon,L,L,"5' 8""",171,24,31,89,79,11,18,1,0,1,10,1,1,7,15,0.228,0.303,0.279,0,0.582,22,1,2,0,1
Ji Hwan Oh,LG Twins,2021,0.015037593984962405,LG Twins-2021-Ji Hwan Oh,L,R,"6' 1""",176,31,134,532,464,62,118,19,2,8,57,12,6,54,82,0.254,0.335,0.356,0,0.691,165,11,5,4,5
Roberto Ramos,LG Twins,2021,0.03902439024390244,LG Twins-2021-Roberto Ramos,L,R,"6' 3""",220,26,51,205,185,14,45,7,1,8,25,0,0,18,43,0.243,0.317,0.422,0,0.739,78,2,2,0,0
Min Jae Shin,LG Twins,2021,0.0,LG Twins-2021-Min Jae Shin,L,R,"5' 7""",147,25,32,27,23,8,3,0,0,0,2,2,1,4,6,0.13,0.259,0.13,0,0.39,3,0,0,0,0
Ho Young Son,LG Twins,2021,0.0,LG Twins-2021-Ho Young Son,R,R,"5' 11""",170,26,8,12,10,2,1,0,0,0,0,0,0,1,2,0.1,0.25,0.1,0,0.35,1,0,1,0,0
Kang Nam Yoo,LG Twins,2021,0.024943310657596373,LG Twins-2021-Kang Nam Yoo,R,R,"5' 11""",194,28,130,441,397,39,100,16,0,11,60,2,0,25,75,0.252,0.317,0.375,1,0.693,149,11,14,3,2
Ik Hun An,LG Twins,2022,0.0,LG Twins-2022-Ik Hun An,L,L,"5' 9""",154,26,14,4,3,0,0,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0,0.25,0,0,0,0,0
Eun Seong Chae,LG Twins,2022,0.022813688212927757,LG Twins-2022-Eun Seong Chae,R,R,"6' 1""",202,32,126,526,467,48,138,26,2,12,83,6,7,27,88,0.296,0.354,0.437,3,0.79,204,16,21,0,11
Min Chang Choi,LG Twins,2022,0.0,LG Twins-2022-Min Chang Choi,L,L,"5' 10""",167,26,4,5,5,1,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0,0.4,1,0,0,0,0
Robel García,LG Twins,2022,0.02564102564102564,LG Twins-2022-Robel García,S,R,"6' 0""",195,29,39,156,136,21,28,6,1,4,19,4,1,19,40,0.206,0.308,0.353,0,0.661,48,4,1,0,0
Woo-Suk Go,LG Twins,2022,0.0,LG Twins-2022-Woo-Suk Go,R,R,"5' 11""",198,23,61,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Suk Hyun Han,LG Twins,2022,0.0,LG Twins-2022-Suk Hyun Han,L,L,"5' 11""",160,28,6,10,9,1,2,0,0,0,0,0,1,0,3,0.222,0.222,0.222,0,0.444,2,0,0,1,0
Chang Ki Hong,LG Twins,2022,0.0019047619047619048,LG Twins-2022-Chang Ki Hong,L,R,"6' 2""",207,28,118,525,437,76,125,19,4,1,51,13,4,59,75,0.286,0.39,0.355,0,0.745,155,11,19,5,5
Do Hwan Hur,LG Twins,2022,0.010869565217391304,LG Twins-2022-Do Hwan Hur,R,R,"5' 9""",191,37,64,92,85,7,21,5,0,1,6,0,0,2,26,0.247,0.281,0.341,0,0.622,29,2,2,3,0
Ho Eun Kim,LG Twins,2022,0.0,LG Twins-2022-Ho Eun Kim,L,R,"5' 11""",191,30,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0.0,0,0,0,0,0
Hyun Soo Kim,LG Twins,2022,0.03814262023217247,LG Twins-2022-Hyun Soo Kim,L,R,"6' 2""",210,34,141,603,524,78,150,25,2,23,106,2,1,71,62,0.286,0.375,0.473,7,0.848,248,5,5,0,3
Ki-yeon Kim,LG Twins,2022,0.0,LG Twins-2022-Ki-yeon Kim,R,R,"5' 10""",209,24,12,9,9,0,2,0,0,0,1,0,0,0,3,0.222,0.222,0.222,0,0.444,2,0,0,0,0
Min Sung Kim,LG Twins,2022,0.01910828025477707,LG Twins-2022-Min Sung Kim,R,R,"5' 11""",207,33,92,157,140,16,29,4,0,3,20,0,1,10,27,0.207,0.273,0.3,0,0.573,42,4,3,3,1
Chun Woong Lee,LG Twins,2022,0.0,LG Twins-2022-Chun Woong Lee,L,L,"5' 11""",198,33,19,23,20,3,4,0,0,0,0,0,0,3,3,0.2,0.304,0.2,0,0.504,4,0,0,0,0
Hyung Jong Lee,LG Twins,2022,0.0,LG Twins-2022-Hyung Jong Lee,R,R,"6' 0""",176,33,26,63,53,3,14,3,0,0,7,0,0,5,10,0.264,0.323,0.321,0,0.643,17,0,1,1,3
Jae Won Lee,LG Twins,2022,0.05138339920948617,LG Twins-2022-Jae Won Lee,R,R,"6' 4""",231,22,85,253,223,31,50,8,2,13,43,3,1,18,77,0.224,0.316,0.453,2,0.769,101,3,12,0,0
